This file was created using the 201705 Bloomberg database.

Missing data are indicated by -99.99.



,Mkt-RF,SMB,HML,RF
20120424    ,0.57   ,-0.68    ,0.23    ,0.00
20120425    ,1.08   ,-0.25    ,0.10    ,0.00
20120426    ,0.43   ,-0.01   ,-0.19    ,0.00
20120427    ,0.66   ,-0.27    ,0.19    ,0.00
20120430   ,-0.20    ,0.47   ,-0.14    ,0.00
20120501   ,-0.18   ,-0.28   ,-0.18    ,0.00
20120502   ,-0.40    ,0.60   ,-0.16    ,0.00
20120503   ,-0.34   ,-0.21    ,0.00    ,0.00
20120504   ,-1.33    ,0.48    ,0.45    ,0.00
20120507   ,-0.59   ,-0.81    ,0.27    ,0.00
20120508   ,-1.21    ,0.62    ,0.33    ,0.00
20120509   ,-0.91   ,-0.43   ,-0.25    ,0.00
20120510    ,0.37   ,-0.12    ,0.30    ,0.00
20120511   ,-0.26   ,-0.44   ,-0.52    ,0.00
20120514   ,-1.71    ,0.10    ,0.05    ,0.00
20120515   ,-1.36   ,-0.20   ,-0.10    ,0.00
20120516   ,-1.00   ,-0.43   ,-0.11    ,0.00
20120517   ,-0.35    ,0.90   ,-0.26    ,0.00
20120518   ,-1.22   ,-0.04    ,0.33    ,0.00
20120521    ,0.68   ,-0.26   ,-0.08    ,0.00
20120522    ,0.74   ,-0.58    ,0.31    ,0.00
20120523   ,-2.01    ,1.12   ,-0.08    ,0.00
20120524    ,0.26   ,-0.40    ,0.03    ,0.00
20120525   ,-0.02   ,-0.04   ,-0.23    ,0.00
20120528    ,0.30   ,-0.07   ,-0.51    ,0.00
20120529    ,0.61    ,0.08   ,-0.31    ,0.00
20120530   ,-1.79    ,0.80    ,0.17    ,0.00
20120531   ,-0.10    ,0.36    ,0.09    ,0.00
20120601   ,-1.40    ,0.29    ,0.27    ,0.00
20120604   ,-0.66   ,-0.56    ,0.16    ,0.00
20120605    ,0.56   ,-0.03    ,0.01    ,0.00
20120606    ,2.42   ,-0.87    ,0.04    ,0.00
20120607    ,0.82   ,-0.33   ,-0.09    ,0.00
20120608   ,-0.78    ,0.09    ,0.07    ,0.00
20120611    ,0.16    ,0.02   ,-0.06    ,0.00
20120612    ,0.33   ,-0.23   ,-0.19    ,0.00
20120613    ,0.00   ,-0.42    ,0.07    ,0.00
20120614    ,0.23   ,-0.21    ,0.28    ,0.00
20120615    ,1.16   ,-0.43    ,0.56    ,0.00
20120618    ,0.13    ,0.47   ,-0.61    ,0.00
20120619    ,1.52   ,-0.99    ,0.03    ,0.00
20120620    ,0.63   ,-0.10    ,0.38    ,0.00
20120621   ,-1.63    ,0.49    ,0.41    ,0.00
20120622   ,-0.44    ,0.22    ,0.36    ,0.00
20120625   ,-1.30    ,0.84   ,-0.10    ,0.00
20120626   ,-0.13   ,-0.16   ,-0.05    ,0.00
20120627    ,0.91   ,-0.56    ,0.47    ,0.00
20120628   ,-0.05    ,0.07    ,0.25    ,0.00
20120629    ,3.33   ,-1.30   ,-0.07    ,0.00
20120702    ,0.53   ,-0.19    ,0.01    ,0.00
20120703    ,1.17   ,-0.41    ,0.03    ,0.00
20120704   ,-0.20    ,0.38   ,-0.04    ,0.00
20120705   ,-0.80    ,0.40   ,-0.16    ,0.00
20120706   ,-1.28    ,0.59   ,-0.38    ,0.00
20120709   ,-0.53    ,0.17   ,-0.10    ,0.00
20120710   ,-0.04   ,-0.36   ,-0.14    ,0.00
20120711   ,-0.14   ,-0.28    ,0.12    ,0.00
20120712   ,-1.10    ,0.25   ,-0.10    ,0.00
20120713    ,1.13   ,-0.29   ,-0.32    ,0.00
20120716    ,0.28    ,0.05   ,-0.12    ,0.00
20120717    ,0.16   ,-0.19   ,-0.29    ,0.00
20120718    ,0.49   ,-0.69   ,-0.25    ,0.00
20120719    ,1.16   ,-0.13   ,-0.13    ,0.00
20120720   ,-1.74    ,0.90   ,-0.71    ,0.00
20120723   ,-2.23    ,0.33   ,-0.22    ,0.00
20120724   ,-0.78    ,0.44   ,-0.26    ,0.00
20120725    ,0.26   ,-0.26   ,-0.02    ,0.00
20120726    ,2.36   ,-0.91    ,0.24    ,0.00
20120727    ,1.62   ,-0.84    ,0.54    ,0.00
20120730    ,0.78   ,-0.22    ,0.42    ,0.00
20120731   ,-0.18    ,0.23    ,0.10    ,0.00
20120801   ,-0.43   ,-0.36    ,0.01    ,0.00
20120802   ,-0.99    ,0.84   ,-0.53    ,0.00
20120803    ,2.16   ,-1.80    ,0.42    ,0.00
20120806    ,1.00   ,-0.18    ,0.34    ,0.00
20120807    ,0.79   ,-0.51    ,0.33    ,0.00
20120808    ,0.03    ,0.35   ,-0.09    ,0.00
20120809    ,0.25    ,0.02    ,0.11    ,0.00
20120810   ,-0.25    ,0.41    ,0.18    ,0.00
20120813   ,-0.16    ,0.11    ,0.04    ,0.00
20120814    ,0.29   ,-0.01    ,0.08    ,0.00
20120815   ,-0.23    ,0.06   ,-0.21    ,0.00
20120816    ,0.95   ,-0.37    ,0.45    ,0.00
20120817    ,0.38    ,0.01    ,0.48    ,0.00
20120820   ,-0.11    ,0.34   ,-0.38    ,0.00
20120821    ,0.97   ,-0.13    ,0.24    ,0.00
20120822   ,-0.32    ,0.50    ,0.01    ,0.00
20120823   ,-0.14    ,0.20   ,-0.11    ,0.00
20120824   ,-0.48   ,-0.03   ,-0.23    ,0.00
20120827    ,0.10   ,-0.28    ,0.02    ,0.00
20120828   ,-0.26   ,-0.04   ,-0.18    ,0.00
20120829   ,-0.19    ,0.08   ,-0.04    ,0.00
20120830   ,-0.99    ,0.23   ,-0.26    ,0.00
20120831    ,0.62   ,-0.09    ,0.00    ,0.00
20120903    ,0.42   ,-0.30   ,-0.25    ,0.00
20120904   ,-0.86    ,0.49    ,0.03    ,0.00
20120905   ,-0.16   ,-0.24   ,-0.19    ,0.00
20120906    ,1.61   ,-1.06    ,0.22    ,0.00
20120907    ,1.95   ,-0.05    ,1.10    ,0.00
20120910   ,-0.26    ,0.38    ,0.30    ,0.00
20120911    ,0.70   ,-0.23    ,0.42    ,0.00
20120912    ,0.65    ,0.07    ,0.61    ,0.00
20120913    ,0.59    ,0.10   ,-0.15    ,0.00
20120914    ,1.80   ,-0.78    ,0.80    ,0.00
20120917   ,-0.36    ,0.23   ,-0.21    ,0.00
20120918   ,-0.60    ,0.30   ,-0.35    ,0.00
20120919    ,0.62    ,0.04   ,-0.01    ,0.00
20120920   ,-0.89    ,0.22   ,-0.33    ,0.00
20120921    ,0.48   ,-0.10    ,0.29    ,0.00
20120924   ,-0.54    ,0.24   ,-0.21    ,0.00
20120925    ,0.08   ,-0.02    ,0.07    ,0.00
20120926   ,-1.44    ,0.75   ,-0.51    ,0.00
20120927    ,0.78   ,-0.06    ,0.00    ,0.00
20120928   ,-1.12    ,0.82   ,-0.32    ,0.00
20121001    ,0.72   ,-0.87    ,0.11    ,0.00
20121002    ,0.05   ,-0.14   ,-0.02    ,0.00
20121003   ,-0.41   ,-0.22    ,0.16    ,0.00
20121004    ,0.92    ,0.04   ,-0.07    ,0.00
20121005    ,0.65   ,-0.21    ,0.21    ,0.00
20121008   ,-0.71    ,0.46   ,-0.27    ,0.00
20121009   ,-0.93    ,0.35   ,-0.21    ,0.00
20121010   ,-0.65    ,0.00   ,-0.12    ,0.00
20121011    ,0.50   ,-0.65    ,0.26    ,0.00
20121012   ,-0.06    ,0.26    ,0.13    ,0.00
20121015    ,0.33   ,-0.38    ,0.20    ,0.00
20121016    ,1.45   ,-0.84    ,0.46    ,0.00
20121017    ,1.00   ,-0.13    ,0.31    ,0.00
20121018    ,0.01    ,0.06    ,0.37    ,0.00
20121019   ,-0.66    ,0.40   ,-0.26    ,0.00
20121022   ,-0.23    ,0.15    ,0.11    ,0.00
20121023   ,-1.43    ,0.73   ,-0.16    ,0.00
20121024    ,0.10   ,-0.10   ,-0.12    ,0.00
20121025    ,0.12   ,-0.03   ,-0.30    ,0.00
20121026   ,-0.09    ,0.13   ,-0.12    ,0.00
20121029   ,-0.57    ,0.29   ,-0.46    ,0.00
20121030    ,0.66   ,-0.67    ,0.09    ,0.00
20121031    ,0.04    ,0.34    ,0.15    ,0.00
20121101    ,0.56   ,-0.45    ,0.21    ,0.00
20121102   ,-0.15    ,0.08    ,0.09    ,0.00
20121105   ,-0.56    ,0.38   ,-0.28    ,0.00
20121106    ,0.46   ,-0.34    ,0.19    ,0.00
20121107   ,-0.85    ,0.64   ,-0.14    ,0.00
20121108   ,-0.59    ,0.12   ,-0.23    ,0.00
20121109   ,-0.42   ,-0.15   ,-0.33    ,0.00
20121112   ,-0.28   ,-0.08   ,-0.10    ,0.00
20121113   ,-0.07   ,-0.56   ,-0.03    ,0.00
20121114   ,-0.73    ,0.16    ,0.15    ,0.00
20121115   ,-0.39   ,-0.11    ,0.41    ,0.00
20121116   ,-0.35    ,0.38   ,-0.18    ,0.00
20121119    ,2.04   ,-0.94    ,0.39    ,0.00
20121120    ,0.13   ,-0.16   ,-0.15    ,0.00
20121121    ,0.19   ,-0.25    ,0.26    ,0.00
20121122    ,1.01   ,-0.19    ,0.23    ,0.00
20121123    ,0.93   ,-0.38    ,0.04    ,0.00
20121126   ,-0.07    ,0.33   ,-0.01    ,0.00
20121127   ,-0.02    ,0.02   ,-0.01    ,0.00
20121128   ,-0.10   ,-0.19   ,-0.37    ,0.00
20121129    ,1.11   ,-0.57    ,0.39    ,0.00
20121130   ,-0.01   ,-0.05    ,0.02    ,0.00
20121203    ,0.36   ,-0.08    ,0.10    ,0.00
20121204    ,0.20    ,0.05    ,0.37    ,0.00
20121205    ,0.08   ,-0.10    ,0.18    ,0.00
20121206    ,0.12    ,0.21    ,0.22    ,0.00
20121207   ,-0.02    ,0.05   ,-0.07    ,0.00
20121210    ,0.19    ,0.00   ,-0.25    ,0.00
20121211    ,0.55   ,-0.28    ,0.11    ,0.00
20121212    ,0.47   ,-0.05    ,0.26    ,0.00
20121213   ,-0.19    ,0.09    ,0.32    ,0.00
20121214    ,0.52   ,-0.05    ,0.28    ,0.00
20121217    ,0.03    ,0.05    ,0.32    ,0.00
20121218    ,0.69   ,-0.22    ,0.30    ,0.00
20121219    ,0.80   ,-0.16    ,0.67    ,0.00
20121220    ,0.11    ,0.08    ,0.27    ,0.00
20121221   ,-0.71    ,0.17   ,-0.01    ,0.00
20121224   ,-0.15   ,-0.06   ,-0.03    ,0.00
20121225    ,0.12    ,0.06    ,0.08    ,0.00
20121226    ,0.20    ,0.03    ,0.17    ,0.00
20121227    ,0.14    ,0.14    ,0.25    ,0.00
20121228   ,-0.21    ,0.49   ,-0.14    ,0.00
20121231    ,0.00    ,0.16   ,-0.16    ,0.00
20130101    ,0.05   ,-0.01    ,0.00    ,0.00
20130102    ,1.44   ,-0.49    ,0.35    ,0.00
20130103   ,-0.30    ,0.15    ,0.12    ,0.00
20130104    ,0.71    ,0.00    ,0.56    ,0.00
20130107    ,0.00    ,0.83    ,0.28    ,0.00
20130108   ,-0.29    ,0.28   ,-0.12    ,0.00
20130109    ,0.39   ,-0.08    ,0.59    ,0.00
20130110    ,0.98   ,-0.10    ,0.32    ,0.00
20130111    ,0.28   ,-0.23    ,0.12    ,0.00
20130114   ,-0.06    ,0.09    ,0.10    ,0.00
20130115    ,0.10    ,0.03   ,-0.34    ,0.00
20130116   ,-0.26    ,0.09   ,-0.43    ,0.00
20130117    ,0.47   ,-0.66    ,0.02    ,0.00
20130118    ,0.10    ,0.32    ,0.37    ,0.00
20130121    ,0.25    ,0.33    ,0.12    ,0.00
20130122    ,0.15    ,0.21   ,-0.06    ,0.00
20130123   ,-0.18   ,-0.08   ,-0.60    ,0.00
20130124    ,0.23   ,-0.65    ,0.34    ,0.00
20130125    ,0.74   ,-0.30    ,0.20    ,0.00
20130128   ,-0.10    ,0.23    ,0.23    ,0.00
20130129    ,0.59   ,-0.43   ,-0.02    ,0.00
20130130    ,0.18    ,0.17    ,0.01    ,0.00
20130131   ,-0.34    ,0.28    ,0.10    ,0.00
20130201    ,0.45   ,-0.23   ,-0.26    ,0.00
20130204   ,-0.98    ,0.94   ,-0.35    ,0.00
20130205   ,-0.27   ,-0.46   ,-0.01    ,0.00
20130206    ,0.25    ,0.30    ,0.19    ,0.00
20130207   ,-0.69    ,0.49    ,0.10    ,0.00
20130208    ,0.54   ,-0.25    ,0.20    ,0.00
20130211   ,-0.58    ,0.03    ,0.19    ,0.00
20130212    ,1.02   ,-0.49    ,0.42    ,0.00
20130213    ,0.18   ,-0.30   ,-0.23    ,0.00
20130214   ,-0.38    ,0.23   ,-0.21    ,0.00
20130215   ,-0.49   ,-0.09   ,-0.51    ,0.00
20130218    ,0.17    ,0.23    ,0.52    ,0.00
20130219    ,0.96   ,-0.27   ,-0.06    ,0.00
20130220   ,-0.44    ,0.17   ,-0.10    ,0.00
20130221   ,-1.64    ,0.72   ,-0.40    ,0.00
20130222    ,0.57   ,-0.32   ,-0.38    ,0.00
20130225    ,0.37    ,0.18    ,0.23    ,0.00
20130226   ,-1.28    ,0.67   ,-0.58    ,0.00
20130227    ,0.66   ,-0.38    ,0.21    ,0.00
20130228    ,0.70   ,-0.21    ,0.12    ,0.00
20130301   ,-0.51    ,0.03   ,-0.39    ,0.00
20130304   ,-0.04   ,-0.02   ,-0.41    ,0.00
20130305    ,1.13   ,-0.49    ,0.09    ,0.00
20130306   ,-0.12    ,0.18    ,0.19    ,0.00
20130307    ,0.46   ,-0.22   ,-0.33    ,0.00
20130308    ,0.07   ,-0.36    ,0.47    ,0.00
20130311    ,0.56   ,-0.07    ,0.11    ,0.00
20130312   ,-0.08   ,-0.11   ,-0.28    ,0.00
20130313   ,-0.63    ,0.29   ,-0.14    ,0.00
20130314    ,0.93   ,-0.05    ,0.08    ,0.00
20130315    ,0.66    ,0.63   ,-0.22    ,0.00
20130318   ,-1.29    ,0.51   ,-0.46    ,0.00
20130319   ,-0.32    ,0.33   ,-0.34    ,0.00
20130320    ,0.30   ,-0.47    ,0.28    ,0.00
20130321    ,0.08    ,0.95    ,0.00    ,0.00
20130322    ,0.06   ,-0.19   ,-0.20    ,0.00
20130325   ,-0.43    ,0.38   ,-0.48    ,0.00
20130326    ,0.06   ,-0.16   ,-0.11    ,0.00
20130327   ,-0.30    ,0.38    ,0.07    ,0.00
20130328    ,0.26   ,-0.10   ,-0.33    ,0.00
20130329   ,-0.03   ,-0.22   ,-0.17    ,0.00
20130401   ,-0.38   ,-0.62   ,-0.20    ,0.00
20130402    ,0.33   ,-0.75    ,0.14    ,0.00
20130403   ,-0.08    ,0.55   ,-0.29    ,0.00
20130404   ,-0.51   ,-0.11    ,0.37    ,0.00
20130405   ,-0.44    ,0.27    ,0.44    ,0.00
20130408    ,0.36   ,-0.16    ,0.06    ,0.00
20130409    ,0.83   ,-0.12    ,0.42    ,0.00
20130410    ,1.21   ,-0.94    ,0.64    ,0.00
20130411    ,1.00   ,-0.31    ,0.00    ,0.00
20130412   ,-0.29    ,0.38    ,0.10    ,0.00
20130415   ,-1.13    ,0.06    ,0.01    ,0.00
20130416   ,-0.11   ,-0.18   ,-0.02    ,0.00
20130417   ,-1.43    ,0.77   ,-0.07    ,0.00
20130418   ,-0.34    ,0.10   ,-0.47    ,0.00
20130419    ,0.25   ,-0.21    ,0.12    ,0.00
20130422    ,0.70    ,0.45    ,0.34    ,0.00
20130423    ,0.90   ,-0.76    ,0.13    ,0.00
20130424    ,1.20   ,-0.02   ,-0.12    ,0.00
20130425    ,0.81    ,0.13    ,0.07    ,0.00
20130426   ,-0.09    ,0.08   ,-0.01    ,0.00
20130429    ,1.00   ,-0.40    ,0.08    ,0.00
20130430    ,0.57    ,0.36    ,0.11    ,0.00
20130501   ,-0.14    ,0.10    ,0.03    ,0.00
20130502   ,-0.61    ,0.08    ,0.03    ,0.00
20130503    ,0.66   ,-0.59    ,0.09    ,0.00
20130506   ,-0.14    ,0.08    ,0.00    ,0.00
20130507    ,0.88    ,0.22    ,0.66    ,0.00
20130508    ,1.07   ,-0.14   ,-0.22    ,0.00
20130509   ,-1.08    ,0.07    ,0.09    ,0.00
20130510    ,0.24   ,-0.23   ,-0.08    ,0.00
20130513    ,0.05    ,0.15   ,-0.26    ,0.00
20130514   ,-0.14    ,0.04   ,-0.54    ,0.00
20130515    ,0.53   ,-1.28    ,0.38    ,0.00
20130516   ,-0.26   ,-0.40    ,0.28    ,0.00
20130517   ,-0.11    ,0.27    ,0.56    ,0.00
20130520    ,1.10    ,0.08    ,0.29    ,0.00
20130521    ,0.08   ,-0.52    ,0.33    ,0.00
20130522   ,-0.29   ,-0.40    ,0.09    ,0.00
20130523   ,-2.15   ,-0.13   ,-0.53    ,0.00
20130524   ,-0.07    ,0.60   ,-0.23    ,0.00
20130527   ,-0.43   ,-0.30   ,-0.04    ,0.00
20130528    ,0.30   ,-0.46    ,0.09    ,0.00
20130529   ,-0.05    ,1.32    ,0.12    ,0.00
20130530   ,-0.10   ,-0.50   ,-0.18    ,0.00
20130531   ,-0.81    ,1.22   ,-0.07    ,0.00
20130603   ,-0.42    ,0.10   ,-0.24    ,0.00
20130604    ,0.43   ,-0.55    ,0.52    ,0.00
20130605   ,-1.42    ,0.98   ,-0.30    ,0.00
20130606    ,0.07   ,-0.56   ,-0.18    ,0.00
20130607   ,-0.02   ,-1.23    ,0.27    ,0.00
20130610    ,0.92    ,0.73   ,-0.43    ,0.00
20130611   ,-0.29    ,0.74   ,-0.46    ,0.00
20130612   ,-0.21    ,0.25   ,-0.66    ,0.00
20130613   ,-0.64   ,-0.27    ,0.06    ,0.00
20130614    ,0.62    ,0.18    ,0.19    ,0.00
20130617    ,1.15   ,-0.11    ,0.36    ,0.00
20130618    ,0.02   ,-0.35    ,0.26    ,0.00
20130619   ,-0.74    ,0.20   ,-0.01    ,0.00
20130620   ,-3.01    ,1.20   ,-0.14    ,0.00
20130621   ,-1.04    ,0.34   ,-0.44    ,0.00
20130624   ,-1.51    ,0.41    ,0.06    ,0.00
20130625    ,0.49   ,-0.88    ,0.21    ,0.00
20130626    ,0.51   ,-1.37    ,0.46    ,0.00
20130627    ,1.22   ,-0.19   ,-0.07    ,0.00
20130628    ,0.17    ,0.75    ,0.14    ,0.00
20130701    ,0.91   ,-0.17   ,-0.28    ,0.00
20130702   ,-0.22    ,0.42   ,-0.19    ,0.00
20130703   ,-0.28    ,0.59   ,-0.15    ,0.00
20130704    ,0.87   ,-0.53    ,0.03    ,0.00
20130705   ,-0.95    ,0.56    ,0.19    ,0.00
20130708    ,0.71   ,-0.60   ,-0.05    ,0.00
20130709    ,0.67   ,-0.13    ,0.13    ,0.00
20130710    ,1.11   ,-0.23    ,0.17    ,0.00
20130711    ,1.60   ,-0.10   ,-0.23    ,0.00
20130712   ,-0.32    ,0.23    ,0.02    ,0.00
20130715    ,0.16   ,-0.23    ,0.06    ,0.00
20130716    ,0.55    ,0.34    ,0.07    ,0.00
20130717    ,0.06   ,-0.12    ,0.05    ,0.00
20130718    ,0.43   ,-0.45    ,0.45    ,0.00
20130719    ,0.00   ,-0.17    ,0.18    ,0.00
20130722    ,0.74    ,0.37    ,0.30    ,0.00
20130723    ,0.39    ,0.10    ,0.38    ,0.00
20130724   ,-0.11   ,-0.40    ,0.23    ,0.00
20130725    ,0.13    ,0.07    ,0.12    ,0.00
20130726   ,-0.53    ,0.34   ,-0.18    ,0.00
20130729   ,-0.68   ,-0.38   ,-0.39    ,0.00
20130730    ,0.23    ,0.10    ,0.10    ,0.00
20130731   ,-0.06   ,-0.19   ,-0.05    ,0.00
20130801    ,0.47   ,-0.72    ,0.54    ,0.00
20130802    ,1.24   ,-0.03    ,0.10    ,0.00
20130805    ,0.06    ,0.58   ,-0.40    ,0.00
20130806    ,0.06    ,0.16   ,-0.17    ,0.00
20130807   ,-0.50    ,0.29    ,0.29    ,0.00
20130808    ,0.50   ,-0.21    ,0.26    ,0.00
20130809    ,0.40    ,0.05    ,0.22    ,0.00
20130812   ,-0.26    ,0.06    ,0.21    ,0.00
20130813    ,0.33   ,-0.14   ,-0.09    ,0.00
20130814    ,0.45    ,0.18    ,0.00    ,0.00
20130815   ,-0.25    ,0.31    ,0.13    ,0.00
20130816   ,-0.11   ,-0.02    ,0.08    ,0.00
20130819   ,-0.29    ,0.61   ,-0.61    ,0.00
20130820   ,-0.67    ,0.11   ,-0.31    ,0.00
20130821   ,-0.89    ,0.30   ,-0.17    ,0.00
20130822    ,0.34   ,-0.50    ,0.42    ,0.00
20130823    ,0.86   ,-0.06    ,0.18    ,0.00
20130826   ,-0.06    ,0.19   ,-0.29    ,0.00
20130827   ,-0.95    ,0.67   ,-0.23    ,0.00
20130828   ,-1.02   ,-0.23    ,0.34    ,0.00
20130829   ,-0.03   ,-0.25    ,0.00    ,0.00
20130830   ,-0.66    ,0.36   ,-0.36    ,0.00
20130902    ,1.03   ,-0.65   ,-0.18    ,0.00
20130903    ,0.41    ,0.33    ,0.08    ,0.00
20130904    ,0.40    ,0.20   ,-0.07    ,0.00
20130905   ,-0.01   ,-0.34    ,0.39    ,0.00
20130906    ,0.68    ,0.00    ,0.23    ,0.00
20130909    ,0.91    ,0.37    ,0.29    ,0.00
20130910    ,1.09   ,-0.41    ,0.25    ,0.00
20130911    ,0.53    ,0.04    ,0.05    ,0.00
20130912   ,-0.18    ,0.10    ,0.17    ,0.00
20130913    ,0.08    ,0.20   ,-0.19    ,0.00
20130916    ,0.87   ,-0.27   ,-0.11    ,0.00
20130917   ,-0.09    ,0.44   ,-0.08    ,0.00
20130918    ,1.73   ,-0.12   ,-0.07    ,0.00
20130919    ,0.43   ,-0.21   ,-0.04    ,0.00
20130920   ,-0.29    ,0.04   ,-0.10    ,0.00
20130923   ,-0.29    ,0.30   ,-0.02    ,0.00
20130924   ,-0.01    ,0.15    ,0.25    ,0.00
20130925    ,0.18   ,-0.14    ,0.21    ,0.00
20130926    ,0.13    ,0.11   ,-0.07    ,0.00
20130927    ,0.15    ,0.32   ,-0.16    ,0.00
20130930   ,-0.90    ,0.39   ,-0.32    ,0.00
20131001    ,0.55   ,-0.31    ,0.43    ,0.00
20131002   ,-0.27    ,0.14    ,0.31    ,0.00
20131003   ,-0.05   ,-0.09   ,-0.11    ,0.00
20131004   ,-0.41   ,-0.19    ,0.74    ,0.00
20131007   ,-0.18   ,-0.35    ,0.26    ,0.00
20131008   ,-0.52    ,0.39    ,0.06    ,0.00
20131009   ,-0.24    ,0.14    ,0.64    ,0.00
20131010    ,1.04   ,-0.67    ,0.22    ,0.00
20131011    ,0.74   ,-0.03   ,-0.02    ,0.00
20131014    ,0.17   ,-0.11    ,0.22    ,0.00
20131015    ,0.50   ,-0.11    ,0.04    ,0.00
20131016    ,0.07   ,-0.28    ,0.27    ,0.00
20131017    ,1.34    ,0.15   ,-0.18    ,0.00
20131018    ,0.76   ,-0.04   ,-0.48    ,0.00
20131021    ,0.36    ,0.31   ,-0.42    ,0.00
20131022    ,0.75   ,-0.04   ,-0.02    ,0.00
20131023   ,-0.71    ,0.24   ,-0.43    ,0.00
20131024    ,0.51   ,-0.02    ,0.25    ,0.00
20131025   ,-0.50    ,0.10   ,-0.34    ,0.00
20131028    ,0.08   ,-0.10   ,-0.18    ,0.00
20131029   ,-0.23   ,-0.34    ,0.43    ,0.00
20131030    ,0.17   ,-0.16    ,0.21    ,0.00
20131031   ,-0.61    ,0.08    ,0.17    ,0.00
20131101   ,-0.79    ,0.03    ,0.05    ,0.00
20131104    ,0.38   ,-0.12    ,0.00    ,0.00
20131105   ,-0.28    ,0.48   ,-0.43    ,0.00
20131106    ,0.70   ,-0.12    ,0.22    ,0.00
20131107   ,-0.67    ,0.28   ,-0.24    ,0.00
20131108   ,-0.67   ,-0.13    ,0.20    ,0.00
20131111    ,0.54   ,-0.28    ,0.16    ,0.00
20131112   ,-0.16    ,0.07    ,0.05    ,0.00
20131113   ,-0.02    ,0.14   ,-0.02    ,0.00
20131114    ,0.44   ,-0.18   ,-0.16    ,0.00
20131115    ,0.74   ,-0.16   ,-0.06    ,0.00
20131118    ,0.47   ,-0.28    ,0.05    ,0.00
20131119   ,-0.39    ,0.17   ,-0.23    ,0.00
20131120   ,-0.57    ,0.18   ,-0.04    ,0.00
20131121    ,0.01   ,-0.34    ,0.31    ,0.00
20131122    ,0.39   ,-0.17    ,0.09    ,0.00
20131125    ,0.13   ,-0.10   ,-0.14    ,0.00
20131126   ,-0.07    ,0.39    ,0.07    ,0.00
20131127   ,-0.04   ,-0.35    ,0.12    ,0.00
20131128    ,0.57   ,-0.22    ,0.01    ,0.00
20131129   ,-0.10    ,0.29   ,-0.10    ,0.00
20131202   ,-0.45    ,0.21   ,-0.03    ,0.00
20131203   ,-0.62    ,0.52   ,-0.12    ,0.00
20131204   ,-0.72    ,0.27   ,-0.10    ,0.00
20131205   ,-0.32    ,0.37   ,-0.37    ,0.00
20131206    ,0.43   ,-0.48    ,0.06    ,0.00
20131209    ,0.55   ,-0.07   ,-0.03    ,0.00
20131210   ,-0.11    ,0.41    ,0.09    ,0.00
20131211   ,-0.49    ,0.17   ,-0.08    ,0.00
20131212   ,-1.14    ,0.15    ,0.22    ,0.00
20131213   ,-0.02    ,0.13   ,-0.10    ,0.00
20131216    ,0.49   ,-0.77    ,0.22    ,0.00
20131217   ,-0.09    ,0.48   ,-0.07    ,0.00
20131218    ,0.20   ,-0.65    ,0.10    ,0.00
20131219    ,1.01   ,-0.77    ,0.03    ,0.00
20131220    ,0.40   ,-0.19    ,0.01    ,0.00
20131223    ,0.68   ,-0.22    ,0.00    ,0.00
20131224    ,0.02   ,-0.08   ,-0.02    ,0.00
20131225   ,-0.01    ,0.09   ,-0.13    ,0.00
20131226    ,0.34    ,0.33    ,0.07    ,0.00
20131227    ,0.97   ,-0.17    ,0.09    ,0.00
20131230    ,0.52    ,0.50   ,-0.15    ,0.00
20131231    ,0.07    ,0.01   ,-0.02    ,0.00
20140101   ,-0.01   ,-0.01    ,0.03    ,0.00
20140102   ,-0.70    ,0.85   ,-0.06    ,0.00
20140103   ,-0.05    ,0.23   ,-0.16    ,0.00
20140106   ,-0.01    ,0.56    ,0.38    ,0.00
20140107    ,0.12   ,-0.34    ,0.63    ,0.00
20140108    ,0.26    ,0.06    ,0.42    ,0.00
20140109   ,-0.17    ,0.30    ,0.13    ,0.00
20140110    ,0.80    ,0.31   ,-0.09    ,0.00
20140113    ,0.33    ,0.29    ,0.20    ,0.00
20140114   ,-0.70   ,-0.17   ,-0.05    ,0.00
20140115    ,0.67   ,-0.09    ,0.65    ,0.00
20140116    ,0.06    ,0.08   ,-0.12    ,0.00
20140117    ,0.00    ,0.36    ,0.11    ,0.00
20140120    ,0.10    ,0.28   ,-0.30    ,0.00
20140121    ,0.07   ,-0.05   ,-0.34    ,0.00
20140122   ,-0.13    ,0.01   ,-0.16    ,0.00
20140123   ,-0.05    ,0.04    ,0.23    ,0.00
20140124   ,-1.86    ,0.65   ,-0.05    ,0.00
20140127   ,-1.35   ,-0.31   ,-0.40    ,0.00
20140128    ,0.34    ,0.07    ,0.34    ,0.00
20140129    ,0.24    ,0.79    ,0.10    ,0.00
20140130   ,-0.82   ,-0.26    ,0.04    ,0.00
20140131   ,-0.40    ,0.42   ,-0.23    ,0.00
20140203   ,-0.98    ,0.13   ,-0.29    ,0.00
20140204   ,-1.13   ,-0.72   ,-0.07    ,0.00
20140205    ,0.52    ,0.06    ,0.33    ,0.00
20140206    ,1.29   ,-0.41    ,0.08    ,0.00
20140207    ,1.18   ,-0.05    ,0.26    ,0.00
20140210    ,0.42    ,0.18   ,-0.36    ,0.00
20140211    ,0.85   ,-0.37   ,-0.06    ,0.00
20140212    ,0.63   ,-0.02    ,0.22    ,0.00
20140213    ,0.09   ,-0.03    ,0.02    ,0.00
20140214    ,0.40   ,-0.04   ,-0.16    ,0.00
